post_id,creator_id,creator_follower_count,creator_follower_count_copy,creator_avg_past_likes,is_reel,video_duration_sec,posting_hour,posting_day,hashtag_count,num_mentions,caption_category,caption,caption_length,engagement_rate,likes_count,comments_count,shares_count,saves_count,views_count,went_viral,random_noise_1,random_noise_2_device
20490,104,8326,8241.6917005639,302,0,0.0,10,Sat,6,0,Meme,Me pretending to work while scrolling reels. When Mumbai local trains are on time for once.,91,0.09522,536,70,44,76,11857,0,49.892585447234495,Android
20887,146,12305,12332.434497902408,261,0,0.0,10,Tue,12,1,Personal,Just another day in Mumbai chasing dreams. Spent the evening at marine drive with friends.,90,0.0677,722,79,54,80,16678,0,44.61842513119265,Android
20447,49,45936,45916.40523721317,752,0,0.0,18,Fri,16,2,Promotional,Swipe up to grab yours before it sells out. New collab dropping this week stay tuned.,85,0.00352,126,17,15,12,73906,0,36.49617140053672,Android
20371,27,26371,26358.4213980705,524,1,14.8,20,Wed,13,0,Personal,Grateful for this beautiful sunset today.,41,0.05748,1103,160,102,178,121231,0,65.0962473191095,Android
21301,75,7599,7669.205444754934,324,0,0.0,8,Tue,15,2,Personal,Late night walk through the city lights. Grateful for this beautiful sunset today.,82,0.06936,438,57,28,44,9746,0,56.0242120945025,Android
20337,45,4692,4735.20140946824,256,1,26.9,0,Tue,6,2,Question,Any recommendations for weekend plans in the city. What is your favorite street food spot in Mumbai.,100,0.10621,379,63,53,44,12590,0,75.6727228442665,iOS
20233,219,2355,2365.2551172812687,106,0,0.0,7,Mon,8,1,Meme,Me checking Instagram one more time before sleeping. POV you are stuck in Mumbai traffic again.,95,0.18414,305,53,34,29,1668,0,66.90992846159376,iOS
20472,142,3412,3429.714534791155,157,0,0.0,22,Tue,6,1,Motivational,Believe in yourself and keep pushing forward.,45,0.15189,420,54,31,36,3703,0,34.660190261272504,iOS
20663,207,19828,19739.786964707924,390,1,20.5,7,Sun,11,1,Personal,Spent the evening at marine drive with friends.,47,0.06452,961,148,117,107,69052,0,27.838651667642026,iOS
20596,130,15889,15871.545407801012,556,0,0.0,16,Wed,7,0,Promotional,Link in bio to shop the collection now.,39,0.03956,470,58,49,45,17430,0,68.12057217623712,Android
20511,160,1067,1002.723754781126,18,1,24.4,11,Wed,8,0,Meme,Me checking Instagram one more time before sleeping. Me pretending to work while scrolling reels.,97,0.23699,171,34,17,21,4649,1,75.10393672605255,Android
21085,49,45936,45965.647399183035,752,1,14.6,7,Fri,9,1,Meme,Me checking Instagram one more time before sleeping. POV you are stuck in Mumbai traffic again.,95,0.02228,609,113,71,82,221638,0,69.04880517195073,Android
20972,154,3884,3869.8518108209087,134,1,32.6,16,Sun,8,5,Promotional,Swipe up to grab yours before it sells out. Limited time offer just for my followers.,85,0.14599,380,69,35,49,10913,0,47.97392243076883,iOS
20595,85,12073,12018.408983022277,450,0,0.0,13,Sun,7,3,Personal,Weekend trip with the family was so refreshing.,47,0.03986,347,58,28,50,17540,0,45.12562165927941,Android
20206,136,3532,3569.966554939096,66,1,26.3,17,Tue,5,2,Question,Any recommendations for weekend plans in the city.,50,0.19658,483,71,58,69,8802,1,11.278319563123617,iOS
20639,176,25943,25954.201370178263,1110,0,0.0,5,Tue,3,0,Motivational,Stay consistent and the results will follow. Discipline beats motivation every single time.,91,0.00651,114,26,8,13,32975,0,63.44186403275694,Android
20479,159,72318,72313.67993272006,3536,0,0.0,18,Mon,13,1,Meme,POV you are stuck in Mumbai traffic again.,42,0.003,161,21,25,23,109003,0,80.715370460568,Android
20451,13,1329,1312.2234834234273,25,0,0.0,22,Mon,11,1,Promotional,Use my code MUMBAI10 for a discount. New collab dropping this week stay tuned.,78,0.23036,196,32,34,36,2056,1,66.57570826169155,Android
20981,42,413619,413630.5219146694,24012,1,23.7,12,Sat,14,2,Promotional,Link in bio to shop the collection now.,39,0.003,812,182,106,90,1250692,0,55.84888397009372,Android
21117,91,4999,4998.035451443994,95,0,0.0,0,Tue,12,0,Meme,Me checking Instagram one more time before sleeping. When Mumbai local trains are on time for once.,99,0.11621,406,75,35,40,4953,0,61.24591285880469,iOS
21171,7,146466,146406.09208972214,3832,1,9.3,16,Mon,5,2,Personal,Coffee and good vibes this morning.,35,0.003,325,46,26,40,652384,0,60.674885289009346,Android
20653,37,18796,18839.025946979276,443,0,0.0,15,Fri,8,1,Meme,Me checking Instagram one more time before sleeping. When the auto driver actually uses the meter.,98,0.06506,871,137,78,127,24727,0,47.89121915430614,iOS
20859,17,11447,11432.720991054186,464,0,0.0,4,Thu,11,2,Question,Any recommendations for weekend plans in the city.,50,0.04256,327,46,62,37,19412,0,56.07108964702008,iOS
21286,53,27702,27691.74703939976,857,1,28.2,3,Fri,10,3,Question,Any recommendations for weekend plans in the city.,50,0.04584,915,148,104,137,99780,0,82.70279162542349,iOS
20542,106,5736,5738.208501891908,270,0,0.0,19,Tue,10,2,Personal,Weekend trip with the family was so refreshing.,47,0.16002,537,129,60,111,6899,0,50.54294285728294,Android
20619,125,42968,43006.12081063165,1290,0,0.0,2,Fri,5,3,Personal,Grateful for this beautiful sunset today. Coffee and good vibes this morning.,77,0.003,95,12,13,11,64484,0,50.70803386578303,iOS
21391,44,112688,112691.16013996479,3348,1,23.7,14,Fri,9,1,Meme,That feeling when chai fixes everything. Me checking Instagram one more time before sleeping.,93,0.003,221,41,28,28,460298,0,35.36198583628244,iOS
20411,167,4054,4058.9658109578036,170,1,14.7,22,Tue,6,1,Promotional,Sponsored but I genuinely love this product. Swipe up to grab yours before it sells out.,88,0.18827,524,81,65,47,17294,0,60.65450554383429,iOS
21215,187,51554,51549.88683001974,1220,0,0.0,1,Mon,8,2,Motivational,Hard work always pays off eventually trust the process.,55,0.003,118,18,10,15,44883,0,26.269473169438477,iOS
20836,148,107120,107151.8951373078,4953,1,25.1,13,Wed,9,0,Meme,Me checking Instagram one more time before sleeping. Monday mood be like absolutely not today.,94,0.003,255,38,21,37,224544,0,29.060923269367056,iOS
20158,14,8392,8453.961824558653,140,0,0.0,10,Fri,9,0,Question,What is your favorite street food spot in Mumbai.,49,0.09696,639,81,67,91,10125,0,51.328995815639125,Android
20697,30,35032,35090.744857844395,1313,0,0.0,5,Sun,10,2,Question,Any recommendations for weekend plans in the city.,50,0.003,80,12,7,9,47336,0,41.867111255897456,Web
21204,118,800,753.1764326813662,48,0,0.0,8,Tue,16,0,Personal,Missing home cooked food so much today.,39,0.21506,110,19,11,20,926,1,34.78352667752564,iOS
20141,219,2355,2322.3170369126306,106,1,27.0,19,Wed,10,2,Promotional,Limited time offer just for my followers. Swipe up to grab yours before it sells out.,85,0.19792,311,45,43,41,12206,1,43.413193023368656,iOS
20161,30,35032,34978.03186277176,1313,1,40.7,1,Sun,11,1,Personal,Missing home cooked food so much today. Grateful for this beautiful sunset today.,81,0.03144,885,89,59,108,156639,0,55.25897142824925,iOS
20306,198,81395,81355.4057721986,2098,1,30.7,13,Wed,6,1,Personal,Just another day in Mumbai chasing dreams.,42,0.003,184,33,25,21,204808,0,82.97424934904976,Web
21279,90,11680,11718.827431200762,183,1,15.7,17,Tue,6,0,Question,Should I do a giveaway this week let me know.,45,0.11215,932,126,80,129,55565,0,73.25646208963298,Web
21340,77,800,796.458735522916,37,0,0.0,19,Wed,11,1,Meme,When the auto driver actually uses the meter. Monday mood be like absolutely not today.,87,0.2486,141,23,11,18,1199,1,64.8266087299631,iOS
21368,180,8304,8247.390808819879,471,0,0.0,17,Fri,12,1,Motivational,Hard work always pays off eventually trust the process. Discipline beats motivation every single time.,102,0.10061,628,76,71,66,8735,0,53.846447182663255,iOS
21282,103,14635,14614.147920322579,863,0,0.0,11,Wed,7,0,Promotional,Swipe up to grab yours before it sells out. Link in bio to shop the collection now.,83,0.03666,378,56,50,62,13557,0,49.08728660111541,iOS
20867,52,268184,268181.9458080511,12683,0,0.0,9,Sun,9,1,Motivational,Believe in yourself and keep pushing forward. Hard work always pays off eventually trust the process.,101,0.003,599,80,62,35,157844,0,39.359511508140784,iOS
20570,38,22263,22182.08165225613,644,1,5.0,2,Wed,4,0,Personal,Missing home cooked food so much today.,39,0.07604,1223,149,199,123,65994,0,35.42017808023468,iOS
21094,205,5785,5792.725173829394,232,1,19.9,6,Sat,10,1,Meme,POV you are stuck in Mumbai traffic again. Monday mood be like absolutely not today.,84,0.159,720,107,75,73,19263,0,40.209951826979804,iOS
20889,69,8963,8910.48294957494,424,0,0.0,0,Thu,12,1,Meme,When Mumbai local trains are on time for once. POV you are stuck in Mumbai traffic again.,89,0.11144,692,113,71,141,10615,0,42.214532465801646,iOS
20225,164,42534,42540.642085756284,1076,1,5.0,13,Sun,12,0,Question,Which cafe should I visit next in Bandra. Which outfit do you all like more comment below.,90,0.01689,506,86,70,72,105684,0,77.71812849394706,iOS
20969,202,7320,7343.071334966823,219,1,17.4,16,Sat,9,2,Personal,Just another day in Mumbai chasing dreams.,42,0.13556,835,108,104,99,20220,0,47.058954513326306,iOS
21166,45,4692,4726.92106848746,256,0,0.0,6,Mon,8,0,Question,What is your favorite street food spot in Mumbai. Should I do a giveaway this week let me know.,95,0.13629,429,77,55,61,7951,0,51.51450731079053,iOS
20356,43,103589,103582.5032245815,3925,0,0.0,15,Tue,11,2,Question,Which cafe should I visit next in Bandra. Do you prefer reels or regular posts.,79,0.003,213,31,28,32,159728,0,52.55098065303932,Android
20755,216,19932,19949.427784988155,919,1,23.6,1,Sat,10,0,Promotional,Link in bio to shop the collection now.,39,0.08323,1250,192,104,131,108437,0,36.8241269205029,Android
20956,176,25943,25977.223989061036,1110,1,17.4,17,Sat,10,5,Personal,Just another day in Mumbai chasing dreams. Grateful for this beautiful sunset today.,84,0.04446,850,126,89,105,66736,0,52.47759901000729,iOS
21182,42,413619,413675.6331775854,24012,1,33.9,2,Fri,16,1,Motivational,Stay consistent and the results will follow.,44,0.003,974,109,82,67,1083280,0,43.308786931834746,iOS
20803,54,21947,21934.747932445727,1246,0,0.0,21,Mon,10,1,Personal,Coffee and good vibes this morning.,35,0.07306,1166,179,82,140,26081,0,57.323689659697756,Web
20756,28,87358,87445.62343019768,2015,1,16.2,7,Wed,5,1,Motivational,Stay consistent and the results will follow. Never give up on your dreams keep going.,85,0.003,182,27,25,24,361233,0,70.30680102384675,Android
20410,122,29793,29830.64757431932,1193,1,34.4,4,Sun,8,1,Meme,That feeling when chai fixes everything. Monday mood be like absolutely not today.,82,0.03114,681,105,95,88,119352,0,56.3672662766419,iOS
20680,170,52117,52162.52345666776,922,1,42.0,10,Fri,8,3,Question,Do you prefer reels or regular posts. Should I do a giveaway this week let me know.,83,0.01079,387,55,53,44,109991,0,58.339096819887764,Android
20027,16,1188,1203.6202509076786,21,0,0.0,19,Sun,5,3,Question,Which cafe should I visit next in Bandra. Should I do a giveaway this week let me know.,87,0.2283,187,31,19,24,1356,1,45.463252100789504,Android
21035,147,4594,4602.429207865852,219,0,0.0,7,Fri,5,0,Personal,Weekend trip with the family was so refreshing.,47,0.13678,481,59,64,51,5713,0,24.956524953701404,iOS
20359,38,22263,22215.679052488787,644,0,0.0,1,Wed,8,0,Question,Do you prefer reels or regular posts. Which cafe should I visit next in Bandra.,79,0.06301,1021,197,65,149,26886,0,16.797575750112742,Android
20279,126,24956,24890.726971867298,1286,0,0.0,18,Sun,8,3,Personal,Coffee and good vibes this morning. Grateful for this beautiful sunset today.,77,0.08526,1548,296,141,167,23626,0,46.28359366497876,Android
20535,111,7706,7683.759276885472,438,1,10.1,4,Mon,5,0,Question,Which cafe should I visit next in Bandra. What should I vlog next tell me in comments.,86,0.10761,634,81,91,77,36804,0,58.005688152182316,Web
21290,79,37410,37384.288260942674,1086,1,17.2,14,Fri,11,0,Promotional,Excited to partner with this amazing brand. Sponsored but I genuinely love this product.,88,0.003,82,12,11,10,69850,0,32.568502489083535,iOS
20004,142,3412,3438.008582389122,157,1,36.7,18,Sun,13,1,Meme,Me pretending to work while scrolling reels.,44,0.18687,511,67,60,71,13510,1,41.29179800467048,iOS
20024,154,3884,3917.4798790522586,134,1,14.7,6,Sun,12,0,Personal,Coffee and good vibes this morning.,35,0.13816,335,38,38,61,13228,0,59.13673750663184,Android
20962,29,107439,107393.38327131032,3479,1,26.6,19,Fri,7,3,Meme,Monday mood be like absolutely not today. Me pretending to work while scrolling reels.,86,0.01556,1162,228,90,158,212902,0,38.09038886498955,Android
20717,1,4420,4429.366814620203,159,0,0.0,9,Mon,10,4,Personal,Missing home cooked food so much today. Coffee and good vibes this morning.,75,0.12491,388,72,35,52,7133,0,61.92662698856779,iOS
20348,163,5898,5931.424344751205,136,1,25.8,14,Thu,11,3,Meme,That feeling when chai fixes everything. POV you are stuck in Mumbai traffic again.,83,0.13207,555,104,43,48,15687,0,78.59481075730982,Android
20532,185,28230,28239.520823609895,741,0,0.0,15,Wed,8,5,Personal,Spent the evening at marine drive with friends.,47,0.0405,787,133,90,113,44153,0,66.58420431175833,iOS
21351,86,800,863.8881103802717,21,0,0.0,1,Fri,12,0,Question,Any recommendations for weekend plans in the city.,50,0.20973,129,11,16,14,938,1,25.909295907074128,Web
20427,61,4295,4304.378119883146,128,0,0.0,19,Wed,9,1,Promotional,New collab dropping this week stay tuned.,41,0.16367,464,82,64,64,4129,1,88.83595046576814,iOS
20896,53,27702,27743.863864072136,857,0,0.0,21,Fri,11,0,Motivational,Hard work always pays off eventually trust the process. Believe in yourself and keep pushing forward.,101,0.06955,1500,156,154,225,21386,0,53.43720412323192,iOS
21224,23,17510,17496.94119124123,526,0,0.0,3,Sun,12,2,Motivational,Stay consistent and the results will follow. Discipline beats motivation every single time.,91,0.03711,426,75,54,52,22528,0,46.352586098054054,iOS
20899,29,107439,107385.54797555615,3479,1,21.9,3,Mon,9,1,Meme,Monday mood be like absolutely not today. When Mumbai local trains are on time for once.,88,0.003,227,32,23,25,339888,0,27.660778428876533,iOS
21247,96,16160,16193.761350898803,653,0,0.0,10,Thu,9,3,Question,Do you prefer reels or regular posts.,37,0.05373,712,80,93,107,10648,0,63.323598989432426,iOS
20380,147,4594,4576.111601466284,219,1,13.8,19,Tue,10,2,Motivational,Stay consistent and the results will follow. Discipline beats motivation every single time.,91,0.17383,597,82,68,72,14274,0,62.25821827774203,Web
21366,204,35946,35884.05856741811,1929,0,0.0,19,Tue,8,1,Motivational,Every small step counts towards success. Your only limit is the one you set yourself.,85,0.01634,435,70,57,60,26267,0,53.361989713201304,iOS
20375,74,94740,94763.95493081785,1983,0,0.0,5,Mon,10,3,Meme,That feeling when chai fixes everything.,40,0.003,222,29,24,26,97558,0,32.9325051062734,Android
21261,7,146466,146537.7426180768,3832,0,0.0,7,Thu,11,0,Motivational,Stay consistent and the results will follow.,44,0.003,313,40,34,42,197480,0,40.302031863633886,Android
20537,10,34991,35010.78524016884,1905,0,0.0,5,Mon,8,0,Question,Which cafe should I visit next in Bandra. What should I vlog next tell me in comments.,86,0.01813,433,72,39,67,39845,0,49.6479207374499,iOS
20800,207,19828,19850.043225642632,390,0,0.0,23,Mon,10,0,Personal,Just another day in Mumbai chasing dreams. Coffee and good vibes this morning.,78,0.04874,643,136,64,103,28070,0,55.99976063219737,Android
20649,157,53471,53397.570440208285,1270,1,10.1,21,Sat,9,0,Promotional,Excited to partner with this amazing brand.,43,0.003,108,19,12,10,142836,0,56.62331799513287,iOS
20566,181,2026,1980.7696827738987,104,1,7.9,12,Wed,8,1,Personal,Late night walk through the city lights.,40,0.21331,317,44,22,41,8328,1,38.67026210958505,iOS
20232,179,4075,4040.7098327249214,108,1,16.4,3,Sat,7,0,Promotional,Sponsored but I genuinely love this product.,44,0.14228,443,58,44,59,10322,0,45.85057821703219,Android
20148,219,2355,2267.06160490526,106,1,26.2,12,Thu,8,1,Meme,When the auto driver actually uses the meter. Monday mood be like absolutely not today.,87,0.1686,289,44,34,38,8322,1,50.00070705748712,iOS
20499,50,47120,47049.72354890594,712,0,0.0,6,Sun,8,2,Motivational,Believe in yourself and keep pushing forward.,45,0.003,99,16,8,14,22954,0,54.82515592036944,Android
20168,108,5878,5896.300648687626,104,0,0.0,3,Sun,9,0,Promotional,Link in bio to shop the collection now. New collab dropping this week stay tuned.,81,0.12081,571,81,48,59,3911,0,49.975973176220386,iOS
20073,148,107120,107066.01569648397,4953,0,0.0,8,Thu,15,1,Promotional,Swipe up to grab yours before it sells out.,43,0.003,212,41,28,29,93830,0,34.814487668395245,iOS
20071,80,2900,2944.3604238302005,80,0,0.0,18,Wed,12,1,Promotional,Link in bio to shop the collection now.,39,0.16468,323,40,45,53,3996,0,58.873827039916996,Android
20587,72,82423,82414.51766363464,2632,0,0.0,2,Sat,13,1,Meme,Me pretending to work while scrolling reels.,44,0.003,200,31,17,18,114440,0,46.19919784631794,Android
20861,82,14341,14308.401508920886,406,1,28.3,20,Tue,9,2,Personal,Weekend trip with the family was so refreshing. Missing home cooked food so much today.,87,0.11341,1169,167,143,166,48422,0,37.33639172527647,Android
20172,17,11447,11428.757159195755,464,0,0.0,20,Sun,11,0,Personal,Missing home cooked food so much today.,39,0.12719,916,141,81,149,14990,1,33.36016881837396,Android
20131,136,3532,3536.8282898127027,66,0,0.0,16,Tue,7,0,Personal,Grateful for this beautiful sunset today. Missing home cooked food so much today.,81,0.16182,419,66,48,56,5163,0,27.21799204175796,iOS
20169,60,7576,7641.517805950887,154,1,32.0,16,Thu,12,0,Motivational,Every small step counts towards success.,40,0.11817,558,86,83,90,18185,0,56.01556907773868,Android
20265,103,14635,14613.93680528131,863,0,0.0,17,Mon,15,2,Personal,Grateful for this beautiful sunset today.,41,0.07105,739,134,42,107,12563,0,36.24349718168276,Android
20504,163,5898,5984.290692929566,136,0,0.0,3,Thu,7,1,Question,Do you prefer reels or regular posts.,37,0.09666,412,48,45,60,7042,0,31.60024482375048,Android
20469,122,29793,29734.60602833205,1193,1,22.5,5,Sat,5,1,Meme,When the auto driver actually uses the meter. Me pretending to work while scrolling reels.,90,0.03775,879,129,81,79,79896,0,24.069283290635575,Android
20936,213,21581,21577.91917717346,1226,1,31.3,9,Tue,9,4,Meme,That feeling when chai fixes everything. POV you are stuck in Mumbai traffic again.,83,0.05362,874,143,103,97,101865,0,53.590027644227824,iOS
20273,75,7599,7671.028370499783,324,0,0.0,15,Fri,6,0,Meme,POV you are stuck in Mumbai traffic again.,42,0.0805,426,51,51,62,11429,0,52.26641708145819,iOS
20798,169,3160,3216.19271234102,124,0,0.0,4,Sun,9,1,Motivational,Every small step counts towards success.,40,0.13739,314,42,34,29,4063,0,61.46067488326864,Android
20421,126,24956,24930.188989280785,1286,1,13.1,9,Fri,9,2,Promotional,Use my code MUMBAI10 for a discount.,36,0.0481,783,118,71,108,91896,0,83.68227371575524,iOS
20493,142,3412,3425.5925941185233,157,1,12.7,15,Wed,6,0,Personal,Just another day in Mumbai chasing dreams.,42,0.17591,449,48,52,46,8199,1,54.90565963872078,Android
20878,15,7243,7173.020564671746,373,1,21.8,11,Thu,10,1,Meme,Me pretending to work while scrolling reels.,44,0.12678,669,104,80,102,26306,0,61.86214883850574,Web
20563,177,175640,175683.93821870786,3666,0,0.0,12,Wed,7,0,Question,Any recommendations for weekend plans in the city.,50,0.003,392,64,54,52,253777,0,53.00457413575816,iOS
21109,138,56557,56580.715506386,2836,1,18.6,1,Wed,9,2,Question,What should I vlog next tell me in comments.,44,0.02298,987,130,148,144,174795,0,48.11954062166532,iOS
20043,131,2479,2469.0365493274653,82,1,22.1,8,Sun,5,3,Personal,Missing home cooked food so much today. Just another day in Mumbai chasing dreams.,82,0.19133,303,58,34,40,8252,1,69.69753663841573,iOS
20057,187,51554,51467.3111069194,1220,0,0.0,17,Sun,8,1,Personal,Coffee and good vibes this morning. Spent the evening at marine drive with friends.,83,0.003,101,20,9,11,93620,0,65.75409716821576,iOS
21112,183,6770,6716.213120947409,273,1,7.7,12,Sun,2,0,Motivational,Every small step counts towards success.,40,0.12495,590,95,58,45,23525,0,47.57887759326743,iOS
20666,179,4075,3973.258611324243,108,1,30.9,15,Thu,13,0,Promotional,Link in bio to shop the collection now. Swipe up to grab yours before it sells out.,83,0.11129,298,66,41,40,15281,0,40.97765974901473,Android
20133,62,25330,25343.45155615763,535,0,0.0,8,Thu,7,1,Motivational,Discipline beats motivation every single time.,46,0.05122,940,137,112,104,32389,0,49.30653113525985,Android
20784,78,800,816.9738937155519,35,0,0.0,10,Sat,11,1,Motivational,Discipline beats motivation every single time. Believe in yourself and keep pushing forward.,92,0.22046,122,19,18,12,1098,1,46.072676379153336,iOS
20842,202,7320,7338.962513797348,219,0,0.0,14,Sat,9,2,Meme,When the auto driver actually uses the meter. Me checking Instagram one more time before sleeping.,98,0.11536,571,72,50,64,12379,0,74.17768827768484,Android
20039,90,11680,11624.61121414025,183,0,0.0,11,Sun,7,1,Personal,Grateful for this beautiful sunset today. Missing home cooked food so much today.,81,0.08531,745,124,67,87,18868,0,57.93288791434908,Android
20307,200,43013,43022.08230314722,2202,1,14.6,13,Tue,10,1,Motivational,Your only limit is the one you set yourself. Hard work always pays off eventually trust the process.,100,0.02944,807,107,91,120,89075,0,64.57270509601548,iOS
20489,12,51515,51599.75948507906,2892,1,29.9,14,Tue,13,1,Question,Which cafe should I visit next in Bandra.,41,0.02848,955,188,134,128,261257,0,59.15248172437771,iOS
21254,43,103589,103602.74240776479,3925,1,28.3,23,Wed,6,1,Motivational,Discipline beats motivation every single time. Every small step counts towards success.,87,0.003,229,30,25,20,292577,0,68.74842285010726,Android
20541,18,133364,133414.4508654041,5108,1,21.8,19,Tue,13,2,Meme,POV you are stuck in Mumbai traffic again. When the auto driver actually uses the meter.,88,0.003,272,54,25,36,381654,0,59.13231911468209,iOS
20271,140,91307,91239.78295222134,1535,0,0.0,4,Sat,11,3,Personal,Late night walk through the city lights. Just another day in Mumbai chasing dreams.,83,0.003,180,34,22,29,176950,0,39.90602385582287,iOS
20409,213,21581,21608.81754979729,1226,0,0.0,10,Sun,15,2,Promotional,Use my code MUMBAI10 for a discount.,36,0.00392,58,7,5,11,38642,0,75.8014181749077,Web
20463,150,6457,6389.322565266079,118,0,0.0,19,Fri,14,2,Meme,When Mumbai local trains are on time for once. POV you are stuck in Mumbai traffic again.,89,0.15559,716,125,101,121,9702,0,96.5189615943938,iOS
21233,95,2335,2300.1244097501026,101,0,0.0,22,Fri,9,0,Personal,Missing home cooked food so much today.,39,0.20336,369,37,45,44,2002,1,60.10125230187313,Android
20167,7,146466,146391.84441422927,3832,0,0.0,3,Sat,12,2,Motivational,Hard work always pays off eventually trust the process.,55,0.003,348,48,14,57,190585,0,55.1991026479809,Android
20771,84,86390,86447.80121775041,4369,0,0.0,5,Mon,8,2,Meme,Me pretending to work while scrolling reels.,44,0.003,165,31,12,23,97892,0,49.52511440761943,iOS
20072,105,217460,217415.0208069918,7937,1,5.0,14,Sun,5,1,Personal,Grateful for this beautiful sunset today.,41,0.003,475,91,41,47,681950,0,46.114710325030416,Android
20946,186,13693,13638.401410743918,530,0,0.0,18,Sat,7,0,Personal,Just another day in Mumbai chasing dreams.,42,0.08804,835,159,105,95,22009,0,45.12358397421897,iOS
21096,61,4295,4280.633695788391,128,0,0.0,23,Sun,14,2,Promotional,Excited to partner with this amazing brand. Sponsored but I genuinely love this product.,88,0.13093,380,43,29,49,4483,0,59.88354321674412,Android
20976,66,6202,6208.755121252521,194,0,0.0,1,Tue,3,2,Personal,Spent the evening at marine drive with friends.,47,0.14157,586,108,60,82,6765,0,44.919577476007035,Web
20534,145,21088,21156.5317490235,451,1,28.6,12,Thu,6,3,Personal,Weekend trip with the family was so refreshing.,47,0.04994,654,101,56,93,60607,0,58.076936465208846,iOS
21132,82,14341,14302.827074281113,406,0,0.0,14,Wed,9,1,Personal,Grateful for this beautiful sunset today. Weekend trip with the family was so refreshing.,89,0.08505,717,183,116,108,26678,0,69.82135070879907,iOS
21318,115,4744,4736.199404397153,238,0,0.0,20,Mon,4,2,Motivational,Your only limit is the one you set yourself. Stay consistent and the results will follow.,89,0.17892,607,87,72,72,5282,0,44.17081195846398,iOS
21321,6,22343,22391.11763980086,1174,0,0.0,7,Tue,12,3,Promotional,Limited time offer just for my followers. Sponsored but I genuinely love this product.,86,0.02611,468,65,52,59,27093,0,64.7665529453578,Android
20684,89,218677,218628.89631625576,8649,1,35.6,0,Sat,18,1,Question,Which cafe should I visit next in Bandra. What is your favorite street food spot in Mumbai.,91,0.003,538,76,64,53,982780,0,61.052778032272876,iOS
21131,101,2522,2541.640244425964,141,1,24.6,1,Sun,15,3,Motivational,Every small step counts towards success.,40,0.1926,285,50,57,49,7268,1,37.504617549772675,iOS
20667,37,18796,18794.56416647153,443,0,0.0,17,Sat,7,2,Motivational,Never give up on your dreams keep going. Believe in yourself and keep pushing forward.,86,0.03631,452,85,58,68,18258,0,29.740325185811407,iOS
20317,175,3700,3653.338747295063,221,0,0.0,9,Fri,10,2,Personal,Late night walk through the city lights. Grateful for this beautiful sunset today.,82,0.14057,369,56,43,44,4485,0,60.582663628722656,iOS
21352,24,13310,13331.382710238762,761,1,27.4,12,Sat,12,2,Personal,Just another day in Mumbai chasing dreams.,42,0.0725,633,116,53,110,55270,0,51.341497854038465,Android
21199,111,7706,7698.2279762943135,438,0,0.0,14,Sat,10,0,Meme,When the auto driver actually uses the meter. Me checking Instagram one more time before sleeping.,98,0.11306,530,85,72,68,7896,0,33.898420678349225,iOS
20005,142,3412,3444.5589949440387,157,0,0.0,0,Tue,13,0,Motivational,Your only limit is the one you set yourself.,44,0.13334,320,65,33,56,3635,0,43.4382110941704,Android
21209,97,15409,15455.424004925871,287,0,0.0,2,Sun,7,2,Personal,Spent the evening at marine drive with friends.,47,0.0488,509,88,73,71,18360,0,55.98170984676176,Android
21339,151,10588,10538.141809429522,167,1,14.8,11,Wed,10,0,Meme,POV you are stuck in Mumbai traffic again. Me pretending to work while scrolling reels.,87,0.06385,503,65,55,58,25935,0,60.121013783515394,Android
20747,26,26941,26853.084419186696,1231,1,34.5,10,Thu,16,0,Meme,When Mumbai local trains are on time for once. POV you are stuck in Mumbai traffic again.,89,0.0606,1299,197,126,131,51706,0,56.33744446616201,iOS
20582,48,3057,3022.417314696399,48,0,0.0,15,Sat,13,2,Personal,Weekend trip with the family was so refreshing. Just another day in Mumbai chasing dreams.,90,0.16544,357,47,44,41,2022,0,54.82950983532973,iOS
20569,196,6165,6178.0718073942135,296,0,0.0,7,Mon,9,1,Question,What is your favorite street food spot in Mumbai.,49,0.11631,454,84,61,68,5204,0,31.187258754227972,Android
20526,70,5790,5825.780849160093,286,1,32.0,8,Thu,5,2,Motivational,Stay consistent and the results will follow.,44,0.13317,474,96,59,64,23115,0,31.005506448970635,iOS
20689,209,7493,7434.596147337219,136,0,0.0,12,Sun,12,2,Motivational,Believe in yourself and keep pushing forward. Never give up on your dreams keep going.,86,0.10574,609,81,59,86,7984,0,51.05701050811013,Web
20879,57,2642,2675.45184913445,131,0,0.0,14,Fri,9,0,Personal,Late night walk through the city lights.,40,0.17555,279,51,37,44,2991,0,35.01640377331391,Android
21045,34,20189,20074.806337624734,556,0,0.0,8,Mon,12,2,Promotional,Limited time offer just for my followers.,41,0.003,47,7,4,6,24974,0,63.12425497871678,iOS
21237,210,14379,14421.99160529942,443,0,0.0,11,Thu,6,0,Personal,Grateful for this beautiful sunset today.,41,0.04167,480,70,51,40,10457,0,39.16861883168768,Android
21047,157,53471,53555.6383549022,1270,0,0.0,18,Fri,10,1,Personal,Weekend trip with the family was so refreshing. Spent the evening at marine drive with friends.,95,0.01244,484,61,58,45,61401,0,35.847235841027846,Android
20453,174,302957,302932.6802381448,9862,0,0.0,10,Fri,10,0,Meme,When the auto driver actually uses the meter.,45,0.003,593,90,76,93,372376,0,65.79600530205447,Web
